Registrar,Enrolment Agency,State,District,Sub District,Pin Code,Gender,Age,Aadhaar generated,Enrolment Rejected,Residents providing email,Residents providing mobile number
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,44,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,45,3,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,46,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,47,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,48,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,50,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,51,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,53,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,59,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,60,3,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,65,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,66,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,70,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Pushparajgarh,484881,F,75,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Pushparajgarh,484881,M,10,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Pushparajgarh,484881,M,38,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473440,F,19,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473440,M,20,0,1,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,F,9,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,F,12,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,F,17,0,1,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,F,21,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,F,24,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,F,27,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,F,28,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,F,30,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,F,43,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,F,46,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,F,58,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,M,4,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,M,15,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,M,19,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,M,20,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,M,21,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,M,22,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,M,24,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,M,27,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,M,28,1,1,0,2
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,M,31,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,M,34,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,M,35,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,M,45,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,M,48,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,M,49,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Ashok Nagar,Mungaoli,473443,M,53,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Balaghat,Waraseoni,481335,M,22,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Betul,Betul,460004,M,20,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Betul,Betul,460440,M,30,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhind,Mehgaon,477660,M,36,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,6,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,7,4,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,8,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,9,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,10,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,11,3,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,12,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,13,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,14,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,16,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,17,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,19,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,20,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,23,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,24,1,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,25,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,26,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,28,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,30,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,35,3,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,36,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,37,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,40,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,47,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,50,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,52,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,58,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,70,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,F,71,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,7,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,8,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,10,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,11,3,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,12,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,13,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,14,3,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,15,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,17,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,18,3,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,20,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,21,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,23,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,24,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,27,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,30,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,31,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,33,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,37,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,38,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,40,5,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,44,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,45,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,50,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,55,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,61,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,67,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,75,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462101,M,76,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,462420,M,30,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,463106,M,19,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,463111,F,21,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,463111,M,21,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Berasia,463111,M,22,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462001,F,18,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462001,F,70,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462001,M,19,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462001,M,26,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462001,M,29,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462008,F,11,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462008,F,31,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462008,M,20,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462008,M,43,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462010,F,6,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462010,F,18,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462010,F,33,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462010,F,34,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462010,F,55,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462010,F,60,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462010,F,80,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462010,M,5,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462010,M,6,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462010,M,9,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462010,M,16,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462010,M,25,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462010,M,26,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462010,M,38,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462010,M,45,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462022,M,7,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462023,F,1,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462023,F,70,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462023,M,7,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462023,M,16,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462023,M,27,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462023,M,30,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462023,M,32,1,1,0,2
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462023,M,35,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462023,M,45,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462026,F,27,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462030,F,11,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462030,M,37,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462036,M,24,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462036,M,54,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462037,F,23,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462037,F,39,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,7,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,8,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,10,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,11,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,12,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,13,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,14,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,16,3,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,17,2,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,18,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,19,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,20,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,22,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,23,2,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,24,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,25,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,26,3,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,30,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,35,1,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,36,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,37,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,40,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,45,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,58,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,65,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,70,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,3,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,7,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,8,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,9,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,10,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,12,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,14,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,15,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,16,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,20,3,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,25,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,26,3,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,28,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,29,2,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,30,3,0,0,2
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,31,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,32,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,34,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,35,1,1,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,38,2,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,40,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,42,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,64,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,70,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462044,M,61,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462101,F,32,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462101,F,73,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462101,M,9,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462101,M,56,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462101,M,59,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Burhanpur,Nepanagar,450331,F,20,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471301,F,60,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471311,F,30,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471311,F,35,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471311,M,3,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471311,M,4,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471311,M,5,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471311,M,6,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471311,M,30,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471311,M,37,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471311,M,50,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471311,M,62,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471311,M,74,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,2,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,4,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,9,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,11,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,17,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,20,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,29,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,30,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,31,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,34,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,38,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,48,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,55,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,M,2,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,M,4,3,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,M,11,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,M,12,1,0,0,0
