Registrar,Enrolment Agency,State,District,Sub District,Pin Code,Gender,Age,Aadhaar generated,Enrolment Rejected,Residents providing email,Residents providing mobile number
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,6,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,14,2,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,16,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,17,2,0,0,2
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,19,2,0,0,2
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,20,3,0,0,3
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,21,3,0,0,3
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,22,3,0,0,2
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,23,2,0,0,2
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,24,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,25,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,27,2,0,0,2
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,28,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,32,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,34,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,35,2,0,0,2
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,36,2,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,37,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,40,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,42,2,0,0,2
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,43,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,44,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,47,3,0,0,3
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,48,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,50,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,54,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,58,2,0,0,2
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,60,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,61,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,F,65,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,8,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,11,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,12,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,13,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,16,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,19,3,0,0,2
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,20,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,21,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,22,2,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,25,3,0,0,3
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,26,3,0,0,3
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,27,2,0,0,2
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,28,3,0,0,3
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,30,2,0,0,2
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,31,2,0,0,2
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,33,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,35,3,0,0,2
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,36,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,39,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,40,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,42,2,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,45,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,46,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,47,2,0,0,2
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,48,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,49,2,0,0,2
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,51,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,53,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,55,2,0,0,2
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,56,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,57,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,58,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,59,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497447,M,67,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497448,F,24,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497448,F,36,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497448,F,48,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497448,M,18,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497448,M,22,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497448,M,24,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497448,M,29,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Chhattisgarh,Koriya,Manendragarh,497448,M,48,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Himachal Pradesh,Bilaspur,Jhanduta(t),174035,M,4,0,1,0,1
Bank Of India,A3 Logics  India  Ltd,Karnataka,Bangalore,Bangalore North,560066,F,30,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Alirajpur,Bhavra,457888,F,31,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,F,8,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,F,10,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,F,14,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,F,15,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,F,21,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,F,23,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,F,24,3,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,F,25,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,F,26,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,F,27,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,F,30,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,F,33,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,F,35,3,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,F,36,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,F,38,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,F,39,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,F,40,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,F,42,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,F,44,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,F,45,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,F,48,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,F,49,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,F,55,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,F,60,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,F,62,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,M,8,3,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,M,17,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,M,18,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,M,23,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,M,24,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,M,26,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,M,27,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,M,28,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,M,29,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,M,32,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,M,35,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,M,37,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,M,38,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,M,40,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,M,43,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,M,44,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,M,47,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,M,51,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,M,53,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,M,54,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,M,58,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,M,64,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,M,66,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484334,M,67,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,F,10,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,F,14,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,F,15,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,F,16,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,F,17,3,0,0,2
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,F,18,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,F,20,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,F,21,2,0,0,2
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,F,24,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,F,25,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,F,29,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,F,30,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,F,34,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,F,38,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,F,39,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,F,41,3,0,0,2
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,F,42,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,F,45,2,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,F,46,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,F,48,2,0,0,2
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,F,50,3,0,0,2
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,F,51,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,F,54,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,F,55,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,M,2,2,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,M,7,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,M,9,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,M,10,3,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,M,13,2,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,M,15,3,0,0,2
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,M,19,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,M,20,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,M,22,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,M,23,5,0,0,4
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,M,25,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,M,26,3,0,0,2
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,M,27,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,M,29,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,M,30,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,M,35,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,M,45,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,M,48,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,M,50,2,0,0,2
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,M,52,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,M,53,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,M,56,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,M,58,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Anuppur,484446,M,59,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Jaithari,484113,M,37,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Jaithari,484330,F,17,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Jaithari,484330,F,21,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Jaithari,484330,F,22,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Jaithari,484330,F,27,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Jaithari,484330,F,34,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Jaithari,484330,M,2,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Jaithari,484330,M,23,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Jaithari,484330,M,25,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484334,F,3,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484334,F,13,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484334,F,17,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484334,F,20,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484334,F,27,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484334,F,30,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484334,F,42,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484334,F,43,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484334,F,46,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484334,F,54,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484334,M,16,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484334,M,18,1,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484334,M,20,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484334,M,25,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484334,M,30,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484334,M,33,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484334,M,37,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484334,M,39,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484334,M,40,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484334,M,42,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484334,M,44,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484334,M,46,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484334,M,58,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484334,M,60,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484334,M,63,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,F,8,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,F,20,2,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,F,25,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,F,28,3,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,F,30,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,F,34,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,F,35,4,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,F,36,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,F,39,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,F,40,3,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,F,42,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,F,45,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,F,46,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,F,48,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,F,50,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,F,52,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,F,53,2,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,F,60,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,F,65,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,F,70,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,5,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,9,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,10,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,12,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,13,3,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,16,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,25,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,27,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,28,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,30,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,31,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,32,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,35,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,38,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,41,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Anuppur,Kotma,484440,M,43,2,0,0,0
